id	type	qualifier	systematic	gene	aliases	chromname	?	chrom#	from	to	strand				Notes
YDL005C	gene	?	YDL005C	MED2	MED2	chromosome 4		4	441013	442308	C				Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; relocalizes to the cytosol in response to hypoxia
YDL004W	gene	?	YDL004W	ATP16	ATP16,F1F0 ATP synthase subunit delta	chromosome 4		4	443028	443510	W				Delta subunit of the central stalk of mitochondrial F1F0 ATP synthase; F1F0 ATP synthase is a large, evolutionarily conserved enzyme complex required for ATP synthesis; F1 translationally regulates ATP6 and ATP8 expression to achieve a balanced output of ATP synthase genes encoded in nucleus and mitochondria; phosphorylated
YDL003W	gene	?	YDL003W	MCD1	MCD1,PDS3,RHC21,SCC1	chromosome 4		4	444682	446382	W				Essential alpha-kleisin subunit of the cohesin complex; required for sister chromatid cohesion in mitosis and meiosis; apoptosis induces cleavage and translocation of a C-terminal fragment to mitochondria; expression peaks in S phase
YDL002C	gene	?	YDL002C	NHP10	NHP10,HMO2	chromosome 4		4	446966	447577	C				Non-essential INO80 chromatin remodeling complex subunit; preferentially binds DNA ends, protecting them from exonucleatic cleavage; deletion affects telomere maintenance via recombination; related to mammalian high mobility group proteins
YDL001W	gene	?	YDL001W	RMD1	RMD1	chromosome 4		4	447983	449275	W				Cytoplasmic protein required for sporulation
CEN4	centromere	?	CEN4	CEN4	CEN4	chromosome 4		4	449710	449820	W				Chromosome IV centromere
YDR001C	gene	?	YDR001C	NTH1	NTH1,alpha,alpha-trehalase NTH1	chromosome 4		4	450219	452474	C				Neutral trehalase, degrades trehalose; required for thermotolerance and may mediate resistance to other cellular stresses; may be phosphorylated by Cdc28p; inhibited by Dcs1p; NTH1 has a paralog, NTH2, that arose from the whole genome duplication
YDR002W	gene	?	YDR002W	YRB1	YRB1,CST20,HTN1,SFO1,STP52	chromosome 4		4	453044	453649	W				Ran GTPase binding protein; involved in nuclear protein import and RNA export, ubiquitin-mediated protein degradation during the cell cycle; shuttles between the nucleus and cytoplasm; is essential; homolog of human RanBP1
YDR003W	gene	?	YDR003W	RCR2	RCR2,SSH5	chromosome 4		4	454121	454753	W				Vacuolar protein; presumably functions within the endosomal-vacuolar trafficking pathway, affecting events that determine whether plasma membrane proteins are degraded or routed to the plasma membrane; RCR2 has a paralog, RCR1, that arose from the whole genome duplication
YDR003W-A	gene	?	YDR003W-A	YDR003W-A		chromosome 4		4	454781	454903	W				Putative protein of unknown function; identified by expression profiling and mass spectrometry
YDR004W	gene	?	YDR004W	RAD57	RAD57,putative DNA-dependent ATPase RAD57	chromosome 4		4	455200	456582	W				Protein that stimulates strand exchange; stimulates strand exchange by stabilizing the binding of Rad51p to single-stranded DNA; involved in the recombinational repair of double-strand breaks in DNA during vegetative growth and meiosis; forms heterodimer with Rad55p
YDR005C	gene	?	YDR005C	MAF1	MAF1,RNA polymerase III-inhibiting protein MAF1	chromosome 4		4	456835	458102	C				Highly conserved negative regulator of RNA polymerase III; involved in tRNA processing and stability; inhibits tRNA degradation via rapid tRNA decay (RTD) pathway; binds N-terminal domain of Rpc160p subunit of Pol III to prevent closed-complex formation; localization and activity are regulated by phosphorylation, mediated by TORC1, protein kinase A, and Sch9p; localizes to cytoplasm during vegetative growth and translocates to nucleus and nucleolus under stress conditions
YDR006C	gene	?	YDR006C	SOK1	SOK1	chromosome 4		4	458541	461246	C				Protein of unknown function; overexpression suppresses the growth defect of mutants lacking protein kinase A activity; involved in cAMP-mediated signaling; localized to the nucleus; similar to the mouse testis-specific protein PBS13
YDR007W	gene	?	YDR007W	TRP1	TRP1,phosphoribosylanthranilate isomerase TRP1	chromosome 4		4	461841	462515	W				Phosphoribosylanthranilate isomerase; catalyzes the third step in tryptophan biosynthesis; in 2004, the sequence of TRP1 from strain S228C was updated by changing the previously annotated internal STOP (TAA) to serine (TCA)
YDR008C	gene	?	YDR008C	YDR008C		chromosome 4		4	462251	462601	C				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps TRP1/YDR007W on opposite strand
YDR009W	gene	?	YDR009W	GAL3	GAL3,transcriptional regulator GAL3	chromosome 4		4	463433	464995	W				Transcriptional regulator; involved in activation of the GAL genes in response to galactose; forms a complex with Gal80p to relieve Gal80p inhibition of Gal4p; binds galactose and ATP but does not have galactokinase activity; GAL3 has a paralog, GAL1, that arose from the whole genome duplication
YDR010C	gene	?	YDR010C	YDR010C		chromosome 4		4	465050	465382	C				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YDR011W	gene	?	YDR011W	SNQ2	SNQ2,ATP-binding cassette transporter SNQ2	chromosome 4		4	465918	470423	W				Plasma membrane ATP-binding cassette (ABC) transporter; multidrug transporter involved in multidrug resistance and resistance to singlet oxygen species
YDR012W	gene	?	YDR012W	RPL4B	RPL4B,L2B,L4,L4B,YL2,ribosomal 60S subunit protein L4B,rp2	chromosome 4		4	471852	472940	W				Ribosomal 60S subunit protein L4B; homologous to mammalian ribosomal protein L4 and bacterial L4; RPL4B has a paralog, RPL4A, that arose from the whole genome duplication
YDR013W	gene	?	YDR013W	PSF1	PSF1,CDC101	chromosome 4		4	473156	473782	W				Subunit of the GINS complex (Sld5p, Psf1p, Psf2p, Psf3p); complex is localized to DNA replication origins and implicated in assembly of the DNA replication machinery
YDR014W	gene	?	YDR014W	RAD61	RAD61,WPL1	chromosome 4		4	474045	475988	W				Subunit of a complex that inhibits sister chromatid cohesion; also negatively regulates chromosome condensation; inhibited by Eco1p-acetylated cohesin subunits Smc3p and Mcd1p; binds Smc3p ATPase head of cohesin; related to the human Wapl protein that controls the association of cohesin with chromatin
YDR014W-A	gene	?	YDR014W-A	HED1	HED1	chromosome 4		4	477796	478284	W				Meiosis-specific protein; down-regulates Rad51p-mediated mitotic recombination when the meiotic recombination machinery is impaired; prevents the recruitment of Rad54p to site-specific DNA double-strand breaks in vivo; early meiotic gene, transcribed specifically during meiotic prophase
YDR015C	gene	?	YDR015C	YDR015C		chromosome 4		4	477959	478198	C				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene HED1/YDR014W-A
YDR016C	gene	?	YDR016C	DAD1	DAD1	chromosome 4		4	478473	478757	C				Essential subunit of the Dam1 complex (aka DASH complex); complex couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; is transferred to the kinetochore prior to mitosis
YDR017C	gene	?	YDR017C	KCS1	KCS1,inositol polyphosphate kinase KCS1	chromosome 4		4	479114	482266	C				Inositol hexakisphosphate and inositol heptakisphosphate kinase; generation of high energy inositol pyrophosphates by Kcs1p is required for many processes such as vacuolar biogenesis, stress response, and telomere maintenance; inositol hexakisphosphate is also known as IP6; inositol heptakisphosphate is also known as IP7
YDR018C	gene	?	YDR018C	YDR018C	putative acyltransferase	chromosome 4		4	482669	483859	C				Probable membrane protein with three predicted transmembrane domains; similar to C. elegans F55A11.5 and maize 1-acyl-glycerol-3-phosphate acyltransferase; YDR018C has a paralog, CST26, that arose from the whole genome duplication
YDR019C	gene	?	YDR019C	GCV1	GCV1,GSD1,glycine decarboxylase subunit T	chromosome 4		4	484162	485364	C				T subunit of the mitochondrial glycine decarboxylase complex; glycine decarboxylase is required for the catabolism of glycine to 5,10-methylene-THF; expression is regulated by levels of levels of 5,10-methylene-THF in the cytoplasm
YDR020C	gene	?	YDR020C	DAS2	DAS2,RRT3,putative uridine kinase DAS2	chromosome 4		4	485745	486443	C				Putative protein of unknown function; non-essential gene identified in a screen for mutants with increased levels of rDNA transcription; weak similarity with uridine kinases and with phosphoribokinases
YDR021W	gene	?	YDR021W	FAL1	FAL1,ATP-dependent RNA helicase FAL1	chromosome 4		4	486803	488002	W				Nucleolar protein required for maturation of 18S rRNA; member of the eIF4A subfamily of DEAD-box ATP-dependent RNA helicases
YDR022C	gene	?	YDR022C	ATG31	ATG31,CIS1	chromosome 4		4	488071	488661	C				Autophagy-specific protein required for autophagosome formation; may form a complex with Atg17p and Atg29p that localizes other proteins to the pre-autophagosomal structure; high-copy suppressor of CIK1 deletion
tV(UAC)D	tRNA_gene	?	tV(UAC)D	tV(UAC)D		chromosome 4		4	488796	488869	C				Valine tRNA (tRNA-Val), predicted by tRNAscan-SE analysis
YDR023W	gene	?	YDR023W	SES1	SES1,SerRS,serine--tRNA ligase SES1	chromosome 4		4	489507	490895	W				Cytosolic seryl-tRNA synthetase; class II aminoacyl-tRNA synthetase that aminoacylates tRNA(Ser), displays tRNA-dependent amino acid recognition which enhances discrimination of the serine substrate, interacts with peroxin Pex21p
YDR024W	gene	?	YDR024W	FYV1	FYV1	chromosome 4		4	491016	491501	W				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; mutation decreases survival upon exposure to K1 killer toxin
YDR025W	gene	?	YDR025W	RPS11A	RPS11A,S11A,S17,S18A,YS12,ribosomal 40S subunit protein S11A,rp41A	chromosome 4		4	491514	492323	W				Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S11 and bacterial S17; N-terminally propionylated in vivo; RPS11A has a paralog, RPS11B, that arose from the whole genome duplication
YDR026C	gene	?	YDR026C	NSI1	NSI1	chromosome 4		4	492555	494267	C				RNA polymerase I termination factor; binds to rDNA terminator element, required for efficient Pol I termination; required for rDNA silencing at NTS1; facilities association of Sir2p with NTS1, contributes to rDNA stability and cell longevity; interacts physically with Fob1p and RENT subunits, Sir2p and Net1p; may interact with ribosomes, based on co-purification experiments; Myb-like DNA-binding protein; NSI1 has a paralog, REB1, that arose from the whole genome duplication
YDR027C	gene	?	YDR027C	VPS54	VPS54,CGP1,LUV1,TCS3	chromosome 4		4	494648	497317	C				Component of the GARP (Golgi-associated retrograde protein) complex; GARP is required for the recycling of proteins from endosomes to the late Golgi, and for mitosis after DNA damage induced checkpoint arrest; potentially phosphorylated by Cdc28p; members of the GARP complex are Vps51p-Vps52p-Vps53p-Vps54p
YDR028C	gene	?	YDR028C	REG1	REG1,HEX2,PZF240,SPP43,SRN1,protein phosphatase regulator REG1	chromosome 4		4	497834	500878	C				Regulatory subunit of type 1 protein phosphatase Glc7p; involved in negative regulation of glucose-repressible genes; involved in regulation of the nucleocytoplasmic shuttling of Hxk2p; REG1 has a paralog, REG2, that arose from the whole genome duplication
YDR029W	gene	?	YDR029W	YDR029W		chromosome 4		4	501099	501413	W				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YDR030C	gene	?	YDR030C	RAD28	RAD28	chromosome 4		4	501752	503272	C				Protein involved in DNA repair; related to the human CSA protein that is involved in transcription-coupled repair nucleotide excision repair
YDR031W	gene	?	YDR031W	MIX14	MIX14,MIC14	chromosome 4		4	503497	503862	W				Mitochondrial intermembrane space protein of unknown function; required for normal oxygen consumption; contains twin cysteine-x9-cysteine motifs; protein abundance increases in response to DNA replication stress
YDR032C	gene	?	YDR032C	PST2	PST2	chromosome 4		4	504098	504694	C				Protein with similarity to a family of flavodoxin-like proteins; induced by oxidative stress in a Yap1p dependent manner; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; protein abundance increases in response to DNA replication stress; PST2 has a paralog, RFS1, that arose from the whole genome duplication
YDR033W	gene	?	YDR033W	MRH1	MRH1	chromosome 4		4	508146	509108	W				Protein that localizes primarily to the plasma membrane; also found at the nuclear envelope; long-lived protein that is asymmetrically retained in the plasma membrane of mother cells; the authentic, non-tagged protein is detected in mitochondria in a phosphorylated state; null mutation confers sensitivity to acetic acid
YDR034C	gene	?	YDR034C	LYS14	LYS14	chromosome 4		4	509736	512108	C				Transcriptional activator involved in regulating lysine biosynthesis; involved in the regulation of genes of the lysine biosynthesis pathway; requires 2-aminoadipate semialdehyde as co-inducer
tL(UAA)D	tRNA_gene	?	tL(UAA)D	tL(UAA)D		chromosome 4		4	519742	519825	W				Leucine tRNA (tRNA-Leu), predicted by tRNAscan-SE analysis
YDR034C-A	gene	?	YDR034C-A	YDR034C-A		chromosome 4		4	520515	520691	C				Putative protein of unknown function; contained within the solo Ty1 LTR element YDRWdelta7
tQ(UUG)D1	tRNA_gene	?	tQ(UUG)D1	tQ(UUG)D1		chromosome 4		4	520971	521042	W				Glutamine tRNA (tRNA-Gln), predicted by tRNAscan-SE analysis; thiolation of uridine at wobble position (34) requires Ncs6p
YDR034W-B	gene	?	YDR034W-B	YDR034W-B		chromosome 4		4	521313	521468	W				Predicted tail-anchored plasma membrane protein; contains conserved CYSTM module; related proteins in other organisms may be involved in response to stress; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery; YDR034W-B has a paralog, YBR056W-A, that arose from the whole genome duplication
